Слово,Словарь тихонова,Словарь CrossLexica,POS
прикрыться, при:PREF/кры:ROOT/ть:SUFF/ся:POSTFIX, при:PREF/кры:ROOT/ть:END/ся:POSTFIX, VERB
рассказываться, рас:PREF/сказ:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, рас:PREF/сказ:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
въесться, въ:PREF/ес:ROOT/ть:SUFF/ся:POSTFIX, въ:PREF/ес:ROOT/ть:END/ся:POSTFIX, VERB
носить, нос:ROOT/и:SUFF/ть:SUFF, нос:ROOT/ить:END, VERB
застроиться, за:PREF/стро:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/стро:ROOT/ить:END/ся:POSTFIX, VERB
отвалять, от:PREF/вал:ROOT/я:SUFF/ть:SUFF, от:PREF/вал:ROOT/ять:END, VERB
поступиться, поступ:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, по:PREF/ступ:ROOT/ить:END/ся:POSTFIX, VERB
спуститься, с:PREF/пуст:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, с:PREF/пуст:ROOT/ить:END/ся:POSTFIX, VERB
выживать, вы:PREF/жи:ROOT/ва:SUFF/ть:SUFF, вы:PREF/жив:ROOT/ать:END, VERB
подвариться, под:PREF/вар:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, под:PREF/вар:ROOT/ить:END/ся:POSTFIX, VERB
оттягивать, от:PREF/тяг:ROOT/ива:SUFF/ть:SUFF, от:PREF/тяг:ROOT/ив:SUFF/ать:END, VERB
выпростаться, вы:PREF/прост:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/прост:ROOT/ать:END/ся:POSTFIX, VERB
построить, по:PREF/стро:ROOT/и:SUFF/ть:SUFF, по:PREF/стро:ROOT/ить:END, VERB
отсадить, от:PREF/сад:ROOT/и:SUFF/ть:SUFF, от:PREF/сад:ROOT/ить:END, VERB
сбивать, с:PREF/би:ROOT/ва:SUFF/ть:SUFF, с:PREF/би:ROOT/ва:SUFF/ть:END, VERB
возвести, воз:PREF/вес:ROOT/ти:SUFF, воз:PREF/вес:ROOT/ти:END, VERB
буксироваться, буксир:ROOT/ова:SUFF/ть:SUFF/ся:POSTFIX, буксир:ROOT/ов:SUFF/ать:END/ся:POSTFIX, VERB
припустить, при:PREF/пуст:ROOT/и:SUFF/ть:SUFF, при:PREF/пуст:ROOT/ить:END, VERB
предстать, пред:PREF/ста:ROOT/ть:SUFF, пред:PREF/ста:ROOT/ть:END, VERB
указывать, указ:ROOT/ыва:SUFF/ть:SUFF, у:PREF/каз:ROOT/ыв:SUFF/ать:END, VERB
перевязать, пере:PREF/вяз:ROOT/а:SUFF/ть:SUFF, пере:PREF/вяз:ROOT/ать:END, VERB
вкусить, вкус:ROOT/и:SUFF/ть:SUFF, в:PREF/кус:ROOT/ить:END, VERB
приваливаться, при:PREF/вал:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/вал:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
оттаскивать, от:PREF/таск:ROOT/ива:SUFF/ть:SUFF, от:PREF/таск:ROOT/ив:SUFF/ать:END, VERB
начало, на:PREF/ча:ROOT/л:SUFF/о:END, нач:ROOT/ал:SUFF/о:END, VERB
повязать, по:PREF/вяз:ROOT/а:SUFF/ть:SUFF, по:PREF/вяз:ROOT/ать:END, VERB
уясниться, у:PREF/ясн:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, у:PREF/ясн:ROOT/ить:END/ся:POSTFIX, VERB
бастовать, бастова:ROOT/ть:SUFF, баст:ROOT/ов:SUFF/ать:END, VERB
задирать, за:PREF/дир:ROOT/а:SUFF/ть:SUFF, за:PREF/дир:ROOT/ать:END, VERB
причащаться, причащ:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/чащ:ROOT/ать:END/ся:POSTFIX, VERB
вытряхивать, вы:PREF/трях:ROOT/ива:SUFF/ть:SUFF, вы:PREF/трях:ROOT/ив:SUFF/ать:END, VERB
перевариваться, пере:PREF/вар:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/вар:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
свечереть, с:PREF/вечер:ROOT/е:SUFF/ть:SUFF, с:PREF/вечер:ROOT/еть:END, VERB
равнять, равн:ROOT/я:SUFF/ть:SUFF, равн:ROOT/ять:END, VERB
выправить, вы:PREF/прав:ROOT/и:SUFF/ть:SUFF, вы:PREF/прав:ROOT/ить:END, VERB
бодаться, бод:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, бод:ROOT/ать:END/ся:POSTFIX, VERB
переаттестовать, пере:PREF/аттест:ROOT/ова:SUFF/ть:SUFF, пере:PREF/аттест:ROOT/ов:SUFF/ать:END, VERB
загасить, за:PREF/гас:ROOT/и:SUFF/ть:SUFF, за:PREF/гас:ROOT/ить:END, VERB
отослать, ото:PREF/сл:ROOT/а:SUFF/ть:SUFF, ото:PREF/сл:ROOT/ать:END, VERB
домываться, до:PREF/мы:ROOT/ва:SUFF/ть:SUFF/ся:POSTFIX, до:PREF/мыв:ROOT/ать:END/ся:POSTFIX, VERB
пришивать, при:PREF/ши:ROOT/ва:SUFF/ть:SUFF, при:PREF/ши:ROOT/в:SUFF/ать:END, VERB
отстирать, от:PREF/стир:ROOT/а:SUFF/ть:SUFF, от:PREF/стир:ROOT/ать:END, VERB
обмыться, об:PREF/мы:ROOT/ть:SUFF/ся:POSTFIX, об:PREF/мы:ROOT/ть:END/ся:POSTFIX, VERB
начищаться, на:PREF/чищ:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, на:PREF/чищ:ROOT/ать:END/ся:POSTFIX, VERB
актерствовать, актер:ROOT/ств:SUFF/ова:SUFF/ть:SUFF, акт:ROOT/ер:SUFF/ств:SUFF/ов:SUFF/ать:END, VERB
завезти, за:PREF/вез:ROOT/ти:SUFF, за:PREF/вез:ROOT/ти:END, VERB
вытираться, вы:PREF/тир:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/тир:ROOT/ать:END/ся:POSTFIX, VERB
спаривать, с:PREF/пар:ROOT/ива:SUFF/ть:SUFF, с:PREF/пар:ROOT/ив:SUFF/ать:END, VERB
овдоветь, о:PREF/вдов:ROOT/е:SUFF/ть:SUFF, о:PREF/вдов:ROOT/еть:END, VERB
побалтывать, по:PREF/балт:ROOT/ыва:SUFF/ть:SUFF, по:PREF/балт:ROOT/ыв:SUFF/ать:END, VERB
дополнять, до:PREF/полн:ROOT/я:SUFF/ть:SUFF, до:PREF/полн:ROOT/ять:END, VERB
мельчать, мельч:ROOT/а:SUFF/ть:SUFF, мельч:ROOT/ать:END, VERB
обеднить, о:PREF/бедн:ROOT/и:SUFF/ть:SUFF, о:PREF/бед:ROOT/н:SUFF/ить:END, VERB
подманить, под:PREF/ман:ROOT/и:SUFF/ть:SUFF, под:PREF/ман:ROOT/ить:END, VERB
крепить, креп:ROOT/и:SUFF/ть:SUFF, креп:ROOT/ить:END, VERB
выражать, выраж:ROOT/а:SUFF/ть:SUFF, вы:PREF/раж:ROOT/ать:END, VERB
возвышаться, воз:PREF/выш:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, воз:PREF/выш:ROOT/ать:END/ся:POSTFIX, VERB
домесить, до:PREF/мес:ROOT/и:SUFF/ть:SUFF, до:PREF/мес:ROOT/ить:END, VERB
загулять, за:PREF/гул:ROOT/я:SUFF/ть:SUFF, за:PREF/гул:ROOT/ять:END, VERB
заканчивать, за:PREF/канч:ROOT/ива:SUFF/ть:SUFF, за:PREF/канч:ROOT/ив:SUFF/ать:END, VERB
подпеть, под:PREF/пе:ROOT/ть:SUFF, под:PREF/пе:ROOT/ть:END, VERB
добавить, до:PREF/бав:ROOT/и:SUFF/ть:SUFF, до:PREF/бав:ROOT/ить:END, VERB
повалиться, по:PREF/вал:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, по:PREF/вал:ROOT/ить:END/ся:POSTFIX, VERB
охватить, о:PREF/хват:ROOT/и:SUFF/ть:SUFF, о:PREF/хват:ROOT/ить:END, VERB
разбегаться, раз:PREF/бег:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, раз:PREF/бег:ROOT/ать:END/ся:POSTFIX, VERB
сдержаться, с:PREF/держ:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, с:PREF/держ:ROOT/ать:END/ся:POSTFIX, VERB
врезать, в:PREF/рез:ROOT/а:SUFF/ть:SUFF, в:PREF/рез:ROOT/ать:END, VERB
разъясниться, разъ:ROOT/ясн:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, разъ:PREF/ясн:ROOT/ить:END/ся:POSTFIX, VERB
переливать, пере:PREF/ли:ROOT/ва:SUFF/ть:SUFF, пере:PREF/ли:ROOT/ва:SUFF/ть:END, VERB
засыпать, за:PREF/сып:ROOT/а:SUFF/ть:SUFF, за:PREF/сып:ROOT/ать:END, VERB
захваливать, за:PREF/хвал:ROOT/ива:SUFF/ть:SUFF, за:PREF/хвал:ROOT/ив:SUFF/ать:END, VERB
преграждаться, прегражд:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, пре:PREF/гражд:ROOT/ать:END/ся:POSTFIX, VERB
укладывать, у:PREF/клад:ROOT/ыва:SUFF/ть:SUFF, у:PREF/клад:ROOT/ыв:SUFF/ать:END, VERB
обогащаться, о:PREF/богащ:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/бог:ROOT/ащ:SUFF/ать:END/ся:POSTFIX, VERB
раскачать, рас:PREF/кач:ROOT/а:SUFF/ть:SUFF, рас:PREF/кач:ROOT/ать:END, VERB
перекручивать, пере:PREF/круч:ROOT/ива:SUFF/ть:SUFF, пере:PREF/круч:ROOT/ив:SUFF/ать:END, VERB
бедствовать, бед:ROOT/ств:SUFF/ова:SUFF/ть:SUFF, бед:ROOT/ств:SUFF/ов:SUFF/ать:END, VERB
давить, дав:ROOT/и:SUFF/ть:SUFF, дав:ROOT/ить:END, VERB
производить, производ:ROOT/и:SUFF/ть:SUFF, про:PREF/из:SUFF/вод:ROOT/ить:END, VERB
разглядеть, раз:PREF/гляд:ROOT/е:SUFF/ть:SUFF, раз:PREF/гляд:ROOT/еть:END, VERB
появиться, по:PREF/яв:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, по:PREF/яв:ROOT/ить:END/ся:POSTFIX, VERB
подняться, подня:ROOT/ть:SUFF/ся:POSTFIX, под:PREF/н:ROOT/ять:END/ся:POSTFIX, VERB
отравить, о:PREF/трав:ROOT/и:SUFF/ть:SUFF, о:PREF/трав:ROOT/ить:END, VERB
задохнуться, за:PREF/дох:ROOT/ну:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/дох:ROOT/н:SUFF/уть:END/ся:POSTFIX, VERB
перегораживать, пере:PREF/гораж:ROOT/ива:SUFF/ть:SUFF, пере:PREF/гораж:ROOT/ив:SUFF/ать:END, VERB
заменить, за:PREF/мен:ROOT/и:SUFF/ть:SUFF, за:PREF/мен:ROOT/ить:END, VERB
возложить, воз:PREF/лож:ROOT/и:SUFF/ть:SUFF, воз:PREF/лож:ROOT/ить:END, VERB
свалять, с:PREF/вал:ROOT/я:SUFF/ть:SUFF, с:PREF/вал:ROOT/ять:END, VERB
расшить, рас:ROOT/ши:SUFF/ть:SUFF, рас:PREF/ши:ROOT/ть:END, VERB
затрусить, за:PREF/трус:ROOT/и:SUFF/ть:SUFF, за:PREF/трус:ROOT/ить:END, VERB
промывать, про:PREF/мы:ROOT/ва:SUFF/ть:SUFF, про:PREF/мыв:ROOT/ать:END, VERB
разыгрываться, раз:PREF/ыгр:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, раз:PREF/ыгр:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
мокнуть, мок:ROOT/ну:SUFF/ть:SUFF, мок:ROOT/н:SUFF/уть:END, VERB
упасть, у:PREF/пас:ROOT/ть:SUFF, у:PREF/пас:ROOT/ть:END, VERB
упарить, у:PREF/пар:ROOT/и:SUFF/ть:SUFF, у:PREF/пар:ROOT/ить:END, VERB
проставлять, про:PREF/ставл:ROOT/я:SUFF/ть:SUFF, про:PREF/ставл:ROOT/ять:END, VERB
повышать, по:PREF/выш:ROOT/а:SUFF/ть:SUFF, по:PREF/выш:ROOT/ать:END, VERB
сладить, с:PREF/лад:ROOT/и:SUFF/ть:SUFF, с:PREF/лад:ROOT/ить:END, VERB
вертеться, верт:ROOT/е:SUFF/ть:SUFF/ся:POSTFIX, верт:ROOT/еть:END/ся:POSTFIX, VERB
изолгаться, изо:PREF/лг:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, изо:PREF/лг:ROOT/ать:END/ся:POSTFIX, VERB
выложиться, вы:PREF/лож:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/лож:ROOT/ить:END/ся:POSTFIX, VERB
забренчать, за:PREF/бренч:ROOT/а:SUFF/ть:SUFF, за:PREF/бренч:ROOT/ать:END, VERB
заморозить, за:PREF/мороз:ROOT/и:SUFF/ть:SUFF, за:PREF/мороз:ROOT/ить:END, VERB
прорезать, про:PREF/рез:ROOT/а:SUFF/ть:SUFF, про:PREF/рез:ROOT/ать:END, VERB
подбодрять, под:PREF/бодр:ROOT/я:SUFF/ть:SUFF, под:PREF/бодр:ROOT/ять:END, VERB
проститься, прост:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, прост:ROOT/ить:END/ся:POSTFIX, VERB
предполагаться, предполаг:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, пред:PREF/по:SUFF/лаг:ROOT/ать:END/ся:POSTFIX, VERB
заделать, за:PREF/дел:ROOT/а:SUFF/ть:SUFF, за:PREF/дел:ROOT/ать:END, VERB
гадать, гад:ROOT/а:SUFF/ть:SUFF, гад:ROOT/ать:END, VERB
принуждаться, при:PREF/нужд:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/нужд:ROOT/ать:END/ся:POSTFIX, VERB
превысить, пре:PREF/выс:ROOT/и:SUFF/ть:SUFF, пре:PREF/выс:ROOT/ить:END, VERB
подтверждаться, подтвержд:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, под:PREF/твержд:ROOT/ать:END/ся:POSTFIX, VERB
пояснить, по:PREF/ясн:ROOT/и:SUFF/ть:SUFF, по:PREF/ясн:ROOT/ить:END, VERB
уберечься, у:PREF/беречь:ROOT/ся:POSTFIX, у:PREF/бере:ROOT/чь:END/ся:POSTFIX, VERB
перегрузиться, пере:PREF/груз:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/груз:ROOT/ить:END/ся:POSTFIX, VERB
загораживаться, за:PREF/гораж:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/гораж:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
поседеть, по:PREF/сед:ROOT/е:SUFF/ть:SUFF, по:PREF/сед:ROOT/еть:END, VERB
удлиниться, у:PREF/дл:ROOT/ин:SUFF/и:SUFF/ть:SUFF/ся:POSTFIX, у:PREF/дл:ROOT/ин:SUFF/ить:END/ся:POSTFIX, VERB
переменять, пере:PREF/мен:ROOT/я:SUFF/ть:SUFF, пере:PREF/мен:ROOT/ять:END, VERB
отбросить, от:PREF/брос:ROOT/и:SUFF/ть:SUFF, от:PREF/брос:ROOT/ить:END, VERB
сшивать, с:PREF/ши:ROOT/ва:SUFF/ть:SUFF, с:PREF/шив:ROOT/ать:END, VERB
начислять, на:PREF/числ:ROOT/я:SUFF/ть:SUFF, на:PREF/числ:ROOT/ять:END, VERB
полетать, по:PREF/лет:ROOT/а:SUFF/ть:SUFF, по:PREF/лет:ROOT/ать:END, VERB
стихнуть, с:PREF/тих:ROOT/ну:SUFF/ть:SUFF, с:PREF/тих:ROOT/н:SUFF/уть:END, VERB
выплатить, вы:PREF/плат:ROOT/и:SUFF/ть:SUFF, вы:PREF/плат:ROOT/ить:END, VERB
подписывать, под:PREF/пис:ROOT/ыва:SUFF/ть:SUFF, под:PREF/пис:ROOT/ыв:SUFF/ать:END, VERB
унимать, уним:ROOT/а:SUFF/ть:SUFF, у:PREF/ним:ROOT/ать:END, VERB
оградить, оград:ROOT/и:SUFF/ть:SUFF, о:PREF/град:ROOT/ить:END, VERB
проточить, про:PREF/точ:ROOT/и:SUFF/ть:SUFF, про:PREF/точ:ROOT/ить:END, VERB
отравлять, о:PREF/травл:ROOT/я:SUFF/ть:SUFF, от:PREF/равл:ROOT/ять:END, VERB
прибить, при:PREF/би:ROOT/ть:SUFF, при:PREF/би:ROOT/ть:END, VERB
взмывать, вз:PREF/мы:ROOT/ва:SUFF/ть:SUFF, взм:ROOT/ыв:SUFF/ать:END, VERB
разрешать, разреш:ROOT/а:SUFF/ть:SUFF, раз:PREF/реш:ROOT/ать:END, VERB
развеиваться, раз:PREF/ве:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, раз:PREF/ве:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
снизить, с:PREF/низ:ROOT/и:SUFF/ть:SUFF, с:PREF/низ:ROOT/ить:END, VERB
усложнить, у:PREF/сложн:ROOT/и:SUFF/ть:SUFF, у:PREF/с:SUFF/лож:ROOT/н:SUFF/ить:END, VERB
укрыть, у:PREF/кры:ROOT/ть:SUFF, у:PREF/кры:ROOT/ть:END, VERB
напеть, на:PREF/пе:ROOT/ть:SUFF, на:PREF/пе:ROOT/ть:END, VERB
изобретать, изобрет:ROOT/а:SUFF/ть:SUFF, из:PREF/обрет:ROOT/ать:END, VERB
набросать, на:PREF/брос:ROOT/а:SUFF/ть:SUFF, на:PREF/брос:ROOT/ать:END, VERB
брюзжать, брюзж:ROOT/а:SUFF/ть:SUFF, брюзж:ROOT/ать:END, VERB
перерезать, пере:PREF/рез:ROOT/а:SUFF/ть:SUFF, пере:PREF/рез:ROOT/ать:END, VERB
забросить, за:PREF/брос:ROOT/и:SUFF/ть:SUFF, за:PREF/брос:ROOT/ить:END, VERB
отрезать, от:PREF/рез:ROOT/а:SUFF/ть:SUFF, от:PREF/рез:ROOT/ать:END, VERB
садиться, сад:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, сад:ROOT/ить:END/ся:POSTFIX, VERB
припоминать, при:PREF/помин:ROOT/а:SUFF/ть:SUFF, при:PREF/помин:ROOT/ать:END, VERB
прикалываться, при:PREF/кал:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/кал:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
перечистить, пере:PREF/чист:ROOT/и:SUFF/ть:SUFF, пере:PREF/чист:ROOT/ить:END, VERB
продышать, про:PREF/дыш:ROOT/а:SUFF/ть:SUFF, про:PREF/дыш:ROOT/ать:END, VERB
развешать, раз:PREF/веш:ROOT/а:SUFF/ть:SUFF, раз:PREF/веш:ROOT/ать:END, VERB
высказаться, вы:PREF/сказ:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/сказ:ROOT/ать:END/ся:POSTFIX, VERB
распарывать, рас:PREF/пар:ROOT/ыва:SUFF/ть:SUFF, рас:PREF/пар:ROOT/ыв:SUFF/ать:END, VERB
развеять, раз:PREF/ве:ROOT/я:SUFF/ть:SUFF, раз:PREF/ве:ROOT/ять:END, VERB
присматривать, при:PREF/сматр:ROOT/ива:SUFF/ть:SUFF, при:PREF/сматр:ROOT/ив:SUFF/ать:END, VERB
передавить, пере:PREF/дав:ROOT/и:SUFF/ть:SUFF, пере:PREF/дав:ROOT/ить:END, VERB
проблуждать, про:PREF/блужд:ROOT/а:SUFF/ть:SUFF, про:PREF/блужд:ROOT/ать:END, VERB
бинтовать, бинт:ROOT/ова:SUFF/ть:SUFF, бинт:ROOT/ов:SUFF/ать:END, VERB
концентрировать, концентр:ROOT/ир:SUFF/ова:SUFF/ть:SUFF, кон:PREF/центр:ROOT/ир:SUFF/ов:SUFF/ать:END, VERB
меняться, мен:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, мен:ROOT/ять:END/ся:POSTFIX, VERB
охладеть, о:PREF/хлад:ROOT/е:SUFF/ть:SUFF, о:PREF/хлад:ROOT/еть:END, VERB
проливаться, про:PREF/ли:ROOT/ва:SUFF/ть:SUFF/ся:POSTFIX, про:PREF/лив:ROOT/ать:END/ся:POSTFIX, VERB
сражать, с:PREF/раж:ROOT/а:SUFF/ть:SUFF, с:PREF/раж:ROOT/ать:END, VERB
перечищать, пере:PREF/чищ:ROOT/а:SUFF/ть:SUFF, пере:PREF/чищ:ROOT/ать:END, VERB
опекать, опек:ROOT/а:SUFF/ть:SUFF, о:PREF/пек:ROOT/ать:END, VERB
выступать, вы:PREF/ступ:ROOT/а:SUFF/ть:SUFF, вы:PREF/ступ:ROOT/ать:END, VERB
застудить, за:PREF/студ:ROOT/и:SUFF/ть:SUFF, за:PREF/студ:ROOT/ить:END, VERB
вспахивать, вс:PREF/пах:ROOT/ива:SUFF/ть:SUFF, вс:PREF/пахив:ROOT/ать:END, VERB
одеться, о:PREF/де:ROOT/ть:SUFF/ся:POSTFIX, о:PREF/де:ROOT/ть:END/ся:POSTFIX, VERB
разрабатываться, раз:PREF/рабат:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, раз:PREF/рабат:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
взвесить, вз:PREF/вес:ROOT/и:SUFF/ть:SUFF, вз:PREF/вес:ROOT/ить:END, VERB
приводиться, при:PREF/вод:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/вод:ROOT/ить:END/ся:POSTFIX, VERB
уварить, у:PREF/вар:ROOT/и:SUFF/ть:SUFF, у:PREF/вар:ROOT/ить:END, VERB
отболеть, от:PREF/бол:ROOT/е:SUFF/ть:SUFF, от:PREF/бол:ROOT/еть:END, VERB
навалять, на:PREF/вал:ROOT/я:SUFF/ть:SUFF, на:PREF/вал:ROOT/ять:END, VERB
обороняться, оборон:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/борон:ROOT/ять:END/ся:POSTFIX, VERB
подваливаться, под:PREF/вал:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, под:PREF/вал:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
смутиться, с:PREF/мут:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, с:PREF/мут:ROOT/ить:END/ся:POSTFIX, VERB
выбиваться, вы:PREF/би:ROOT/ва:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/би:ROOT/ва:SUFF/ть:END/ся:POSTFIX, VERB
погаснуть, по:PREF/гас:ROOT/ну:SUFF/ть:SUFF, по:PREF/гас:ROOT/н:SUFF/уть:END, VERB
перебудить, пере:PREF/буд:ROOT/и:SUFF/ть:SUFF, пере:PREF/буд:ROOT/ить:END, VERB
облегать, об:PREF/лег:ROOT/а:SUFF/ть:SUFF, об:PREF/лег:ROOT/ать:END, VERB
повесить, по:PREF/вес:ROOT/и:SUFF/ть:SUFF, по:PREF/вес:ROOT/ить:END, VERB
переварить, пере:PREF/вар:ROOT/и:SUFF/ть:SUFF, пере:PREF/вар:ROOT/ить:END, VERB
взбиться, вз:PREF/би:ROOT/ть:SUFF/ся:POSTFIX, вз:PREF/би:ROOT/ть:END/ся:POSTFIX, VERB
переключать, пере:PREF/ключ:ROOT/а:SUFF/ть:SUFF, пере:PREF/ключ:ROOT/ать:END, VERB
претерпеть, пре:PREF/терп:ROOT/е:SUFF/ть:SUFF, пре:PREF/терп:ROOT/еть:END, VERB
откушать, от:PREF/куш:ROOT/а:SUFF/ть:SUFF, от:PREF/куш:ROOT/ать:END, VERB
напомнить, на:PREF/помн:ROOT/и:SUFF/ть:SUFF, на:PREF/помн:ROOT/ить:END, VERB
